dupl,new
1214.0,1998851.0
1215.0,1998852.0
1216.0,1998853.0
1217.0,1998854.0
1218.0,1998855.0
1219.0,1998856.0
1220.0,1998857.0
1221.0,1998858.0
1222.0,1998859.0
1223.0,1998860.0
1224.0,1998861.0
1225.0,1998862.0
1226.0,1998863.0
1227.0,1998864.0
1228.0,1998865.0
1229.0,1998866.0
1230.0,1998867.0
1231.0,1998868.0
1232.0,1998869.0
1233.0,1998870.0
1234.0,1998871.0
1235.0,1998872.0
1236.0,1998873.0
1237.0,1998874.0
1238.0,1998875.0
1239.0,1998876.0
1240.0,1998877.0
1241.0,1998878.0
1242.0,1998879.0
1243.0,1998880.0
1244.0,1998881.0
1245.0,1998882.0
1246.0,1998883.0
1247.0,1998884.0
1248.0,1998885.0
1249.0,1998886.0
1250.0,1998887.0
1251.0,1998888.0
1252.0,1998889.0
1253.0,1998890.0
1254.0,1998891.0
1255.0,1998892.0
1256.0,1998893.0
1257.0,1998894.0
1258.0,1998895.0
1259.0,1998896.0
1260.0,1998897.0
1261.0,1998898.0
1262.0,1998899.0
1263.0,1998900.0
1264.0,1998901.0
1265.0,1998902.0
1266.0,1998903.0
1267.0,1998904.0
1268.0,1998905.0
1269.0,1998906.0
1270.0,1998907.0
1271.0,1998908.0
1272.0,1998909.0
1273.0,1998910.0
1274.0,1998911.0
1275.0,1998912.0
1276.0,1998913.0
1277.0,1998914.0
1278.0,1998915.0
1279.0,1998916.0
1280.0,1998917.0
1281.0,1998918.0
1282.0,1998919.0
1283.0,1998920.0
1284.0,1998921.0
1285.0,1998922.0
1286.0,1998923.0
1287.0,1998924.0
1288.0,1998925.0
1289.0,1998926.0
1290.0,1998927.0
1291.0,1998928.0
1292.0,1998929.0
1293.0,1998930.0
1294.0,1998931.0
1295.0,1998932.0
1296.0,1998933.0
1297.0,1998934.0
1298.0,1998935.0
1299.0,1998936.0
1300.0,1998937.0
1301.0,1998938.0
1302.0,1998939.0
1303.0,1998940.0
1304.0,1998941.0
1305.0,1998942.0
1306.0,1998943.0
1307.0,1998944.0
1308.0,1998945.0
1309.0,1998946.0
1310.0,1998947.0
1311.0,1998948.0
1312.0,1998949.0
1313.0,1998950.0
1314.0,1998951.0
1315.0,1998952.0
1316.0,1998953.0
1317.0,1998954.0
1318.0,1998955.0
1319.0,1998956.0
1320.0,1998957.0
1321.0,1998958.0
1322.0,1998959.0
1323.0,1998960.0
1324.0,1998961.0
1325.0,1998962.0
1326.0,1998963.0
1327.0,1998964.0
1328.0,1998965.0
1329.0,1998966.0
1330.0,1998967.0
1331.0,1998968.0
1332.0,1998969.0
1333.0,1998970.0
1334.0,1998971.0
1335.0,1998972.0
1336.0,1998973.0
1337.0,1998974.0
1338.0,1998975.0
1339.0,1998976.0
1340.0,1998977.0
1341.0,1998978.0
1342.0,1998979.0
1343.0,1998980.0
1344.0,1998981.0
1345.0,1998982.0
1346.0,1998983.0
1347.0,1998984.0
1348.0,1998985.0
1349.0,1998986.0
1350.0,1998987.0
1351.0,1998988.0
1352.0,1998989.0
1353.0,1998990.0
1354.0,1998991.0
1355.0,1998992.0
1356.0,1998993.0
1357.0,1998994.0
1358.0,1998995.0
1359.0,1998996.0
1360.0,1998997.0
1361.0,1998998.0
1362.0,1998999.0
1363.0,1999000.0
1364.0,1999001.0
1365.0,1999002.0
1366.0,1999003.0
1367.0,1999004.0
1368.0,1999005.0
1369.0,1999006.0
1370.0,1999007.0
1371.0,1999008.0
1372.0,1999009.0
1373.0,1999010.0
1374.0,1999011.0
1375.0,1999012.0
1376.0,1999013.0
1377.0,1999014.0
1378.0,1999015.0
1379.0,1999016.0
1380.0,1999017.0
1381.0,1999018.0
1382.0,1999019.0
1383.0,1999020.0
1384.0,1999021.0
1385.0,1999022.0
1386.0,1999023.0
1387.0,1999024.0
1388.0,1999025.0
1389.0,1999026.0
1390.0,1999027.0
1391.0,1999028.0
1392.0,1999029.0
1393.0,1999030.0
1394.0,1999031.0
1395.0,1999032.0
1396.0,1999033.0
1397.0,1999034.0
1398.0,1999035.0
1399.0,1999036.0
1400.0,1999037.0
1401.0,1999038.0
1402.0,1999039.0
1403.0,1999040.0
1404.0,1999041.0
1405.0,1999042.0
1406.0,1999043.0
1407.0,1999044.0
1408.0,1999045.0
1409.0,1999046.0
1410.0,1999047.0
1411.0,1999048.0
1412.0,1999049.0
1413.0,1999050.0
1414.0,1999051.0
1415.0,1999052.0
1416.0,1999053.0
1417.0,1999054.0
1418.0,1999055.0
1419.0,1999056.0
1420.0,1999057.0
1421.0,1999058.0
1422.0,1999059.0
1423.0,1999060.0
1424.0,1999061.0
1425.0,1999062.0
1426.0,1999063.0
1427.0,1999064.0
1428.0,1999065.0
1429.0,1999066.0
1430.0,1999067.0
1431.0,1999068.0
1432.0,1999069.0
1433.0,1999070.0
1434.0,1999071.0
1435.0,1999072.0
1436.0,1999073.0
1437.0,1999074.0
1438.0,1999075.0
1439.0,1999076.0
1440.0,1999077.0
1441.0,1999078.0
1442.0,1999079.0
1443.0,1999080.0
1444.0,1999081.0
1445.0,1999082.0
1446.0,1999083.0
1447.0,1999084.0
1448.0,1999085.0
1449.0,1999086.0
1450.0,1999087.0
1451.0,1999088.0
1452.0,1999089.0
1453.0,1999090.0
1454.0,1999091.0
1455.0,1999092.0
1456.0,1999093.0
1457.0,1999094.0
1458.0,1999095.0
1459.0,1999096.0
1460.0,1999097.0
1461.0,1999098.0
1462.0,1999099.0
1463.0,1999100.0
1464.0,1999101.0
1465.0,1999102.0
1466.0,1999103.0
1467.0,1999104.0
1468.0,1999105.0
1469.0,1999106.0
1470.0,1999107.0
1471.0,1999108.0
1472.0,1999109.0
1473.0,1999110.0
1474.0,1999111.0
1475.0,1999112.0
1476.0,1999113.0
1477.0,1999114.0
1478.0,1999115.0
1479.0,1999116.0
1480.0,1999117.0
1481.0,1999118.0
1482.0,1999119.0
1483.0,1999120.0
1484.0,1999121.0
1485.0,1999122.0
1486.0,1999123.0
1487.0,1999124.0
1488.0,1999125.0
1489.0,1999126.0
1490.0,1999127.0
1491.0,1999128.0
1492.0,1999129.0
1493.0,1999130.0
1494.0,1999131.0
1495.0,1999132.0
1496.0,1999133.0
1497.0,1999134.0
1498.0,1999135.0
1499.0,1999136.0
1500.0,1999137.0
1501.0,1999138.0
1502.0,1999139.0
1503.0,1999140.0
1504.0,1999141.0
1505.0,1999142.0
1506.0,1999143.0
1507.0,1999144.0
1508.0,1999145.0
1509.0,1999146.0
1510.0,1999147.0
1511.0,1999148.0
1512.0,1999149.0
1513.0,1999150.0
1514.0,1999151.0
1515.0,1999152.0
1516.0,1999153.0
1517.0,1999154.0
1518.0,1999155.0
1519.0,1999156.0
1520.0,1999157.0
1521.0,1999158.0
1522.0,1999159.0
1523.0,1999160.0
1524.0,1999161.0
1525.0,1999162.0
1526.0,1999163.0
1527.0,1999164.0
1528.0,1999165.0
1529.0,1999166.0
1530.0,1999167.0
1531.0,1999168.0
1532.0,1999169.0
1533.0,1999170.0
1534.0,1999171.0
1535.0,1999172.0
1536.0,1999173.0
1537.0,1999174.0
1538.0,1999175.0
1539.0,1999176.0
1540.0,1999177.0
1541.0,1999178.0
1542.0,1999179.0
1543.0,1999180.0
1544.0,1999181.0
1545.0,1999182.0
1546.0,1999183.0
1547.0,1999184.0
1548.0,1999185.0
1549.0,1999186.0
1550.0,1999187.0
1551.0,1999188.0
1552.0,1999189.0
1553.0,1999190.0
1554.0,1999191.0
1555.0,1999192.0
1556.0,1999193.0
1557.0,1999194.0
1558.0,1999195.0
1559.0,1999196.0
1560.0,1999197.0
1561.0,1999198.0
1562.0,1999199.0
1563.0,1999200.0
1564.0,1999201.0
1565.0,1999202.0
1566.0,1999203.0
1567.0,1999204.0
1568.0,1999205.0
1569.0,1999206.0
1570.0,1999207.0
1571.0,1999208.0
1572.0,1999209.0
1573.0,1999210.0
1574.0,1999211.0
1575.0,1999212.0
1576.0,1999213.0
1577.0,1999214.0
1578.0,1999215.0
1579.0,1999216.0
1580.0,1999217.0
1581.0,1999218.0
1582.0,1999219.0
1583.0,1999220.0
1584.0,1999221.0
1585.0,1999222.0
1586.0,1999223.0
1587.0,1999224.0
1588.0,1999225.0
1589.0,1999226.0
1590.0,1999227.0
1591.0,1999228.0
1592.0,1999229.0
1593.0,1999230.0
1594.0,1999231.0
1595.0,1999232.0
1596.0,1999233.0
1597.0,1999234.0
1598.0,1999235.0
1599.0,1999236.0
1600.0,1999237.0
1601.0,1999238.0
1602.0,1999239.0
1603.0,1999240.0
1604.0,1999241.0
1605.0,1999242.0
1606.0,1999243.0
1607.0,1999244.0
1608.0,1999245.0
1609.0,1999246.0
1610.0,1999247.0
1611.0,1999248.0
1612.0,1999249.0
1613.0,1999250.0
1614.0,1999251.0
1615.0,1999252.0
1616.0,1999253.0
1617.0,1999254.0
1618.0,1999255.0
1619.0,1999256.0
1620.0,1999257.0
1621.0,1999258.0
1622.0,1999259.0
1623.0,1999260.0
1624.0,1999261.0
1625.0,1999262.0
1626.0,1999263.0
1627.0,1999264.0
1628.0,1999265.0
1629.0,1999266.0
1630.0,1999267.0
1631.0,1999268.0
1632.0,1999269.0
1633.0,1999270.0
1634.0,1999271.0
1635.0,1999272.0
1636.0,1999273.0
1637.0,1999274.0
1638.0,1999275.0
1639.0,1999276.0
1640.0,1999277.0
1641.0,1999278.0
1642.0,1999279.0
1643.0,1999280.0
1644.0,1999281.0
1645.0,1999282.0
1646.0,1999283.0
1647.0,1999284.0
1648.0,1999285.0
1649.0,1999286.0
1650.0,1999287.0
1651.0,1999288.0
1652.0,1999289.0
1653.0,1999290.0
1654.0,1999291.0
1655.0,1999292.0
1656.0,1999293.0
1657.0,1999294.0
1658.0,1999295.0
1659.0,1999296.0
1660.0,1999297.0
1661.0,1999298.0
1662.0,1999299.0
1663.0,1999300.0
1664.0,1999301.0
1665.0,1999302.0
1666.0,1999303.0
1667.0,1999304.0
1668.0,1999305.0
1669.0,1999306.0
1670.0,1999307.0
1671.0,1999308.0
1672.0,1999309.0
1673.0,1999310.0
1674.0,1999311.0
1675.0,1999312.0
1676.0,1999313.0
1677.0,1999314.0
1678.0,1999315.0
1679.0,1999316.0
1680.0,1999317.0
1681.0,1999318.0
1682.0,1999319.0
1683.0,1999320.0
1684.0,1999321.0
1685.0,1999322.0
1686.0,1999323.0
1687.0,1999324.0
1688.0,1999325.0
1689.0,1999326.0
1690.0,1999327.0
1691.0,1999328.0
1692.0,1999329.0
1693.0,1999330.0
1694.0,1999331.0
1695.0,1999332.0
1696.0,1999333.0
1697.0,1999334.0
1698.0,1999335.0
1699.0,1999336.0
1700.0,1999337.0
1701.0,1999338.0
1702.0,1999339.0
1703.0,1999340.0
1704.0,1999341.0
1705.0,1999342.0
1706.0,1999343.0
1707.0,1999344.0
1708.0,1999345.0
1709.0,1999346.0
1710.0,1999347.0
1711.0,1999348.0
1712.0,1999349.0
1713.0,1999350.0
1714.0,1999351.0
1715.0,1999352.0
1716.0,1999353.0
1717.0,1999354.0
1718.0,1999355.0
1719.0,1999356.0
1720.0,1999357.0
1721.0,1999358.0
1722.0,1999359.0
1723.0,1999360.0
1724.0,1999361.0
1725.0,1999362.0
1726.0,1999363.0
1727.0,1999364.0
1728.0,1999365.0
1729.0,1999366.0
1730.0,1999367.0
1731.0,1999368.0
1732.0,1999369.0
1733.0,1999370.0
1734.0,1999371.0
1735.0,1999372.0
1736.0,1999373.0
1737.0,1999374.0
1738.0,1999375.0
1739.0,1999376.0
1740.0,1999377.0
1741.0,1999378.0
1742.0,1999379.0
1743.0,1999380.0
1744.0,1999381.0
1745.0,1999382.0
1746.0,1999383.0
1747.0,1999384.0
1748.0,1999385.0
1749.0,1999386.0
1750.0,1999387.0
1751.0,1999388.0
1752.0,1999389.0
1753.0,1999390.0
1754.0,1999391.0
1755.0,1999392.0
1756.0,1999393.0
1757.0,1999394.0
1758.0,1999395.0
1759.0,1999396.0
1760.0,1999397.0
1761.0,1999398.0
1762.0,1999399.0
1763.0,1999400.0
1764.0,1999401.0
1765.0,1999402.0
1766.0,1999403.0
1767.0,1999404.0
1768.0,1999405.0
1769.0,1999406.0
1770.0,1999407.0
1771.0,1999408.0
1772.0,1999409.0
1773.0,1999410.0
1774.0,1999411.0
1775.0,1999412.0
1776.0,1999413.0
1777.0,1999414.0
1778.0,1999415.0
1779.0,1999416.0
1780.0,1999417.0
1781.0,1999418.0
1782.0,1999419.0
1783.0,1999420.0
1784.0,1999421.0
1785.0,1999422.0
1786.0,1999423.0
1787.0,1999424.0
1788.0,1999425.0
1789.0,1999426.0
1790.0,1999427.0
1791.0,1999428.0
1792.0,1999429.0
1793.0,1999430.0
1794.0,1999431.0
1795.0,1999432.0
1796.0,1999433.0
1797.0,1999434.0
1798.0,1999435.0
1799.0,1999436.0
1800.0,1999437.0
1801.0,1999438.0
1802.0,1999439.0
1803.0,1999440.0
1804.0,1999441.0
1805.0,1999442.0
1806.0,1999443.0
1807.0,1999444.0
1808.0,1999445.0
1809.0,1999446.0
1810.0,1999447.0
1811.0,1999448.0
1812.0,1999449.0
1813.0,1999450.0
1814.0,1999451.0
1815.0,1999452.0
1816.0,1999453.0
1817.0,1999454.0
1818.0,1999455.0
1819.0,1999456.0
1820.0,1999457.0
1821.0,1999458.0
1822.0,1999459.0
1823.0,1999460.0
1824.0,1999461.0
1825.0,1999462.0
1826.0,1999463.0
1827.0,1999464.0
1828.0,1999465.0
1829.0,1999466.0
1830.0,1999467.0
1831.0,1999468.0
1832.0,1999469.0
1833.0,1999470.0
1834.0,1999471.0
1835.0,1999472.0
1836.0,1999473.0
1837.0,1999474.0
1838.0,1999475.0
1839.0,1999476.0
1840.0,1999477.0
1841.0,1999478.0
1842.0,1999479.0
1843.0,1999480.0
1844.0,1999481.0
1845.0,1999482.0
1846.0,1999483.0
1847.0,1999484.0
1848.0,1999485.0
1849.0,1999486.0
1850.0,1999487.0
1851.0,1999488.0
1852.0,1999489.0
1853.0,1999490.0
1854.0,1999491.0
1855.0,1999492.0
1856.0,1999493.0
1857.0,1999494.0
1858.0,1999495.0
1859.0,1999496.0
1860.0,1999497.0
1861.0,1999498.0
1862.0,1999499.0
1863.0,1999500.0
1864.0,1999501.0
1865.0,1999502.0
1866.0,1999503.0
1867.0,1999504.0
1868.0,1999505.0
1869.0,1999506.0
1870.0,1999507.0
1871.0,1999508.0
1872.0,1999509.0
1873.0,1999510.0
1874.0,1999511.0
1875.0,1999512.0
1876.0,1999513.0
1877.0,1999514.0
1878.0,1999515.0
1879.0,1999516.0
1880.0,1999517.0
1881.0,1999518.0
1882.0,1999519.0
1883.0,1999520.0
1884.0,1999521.0
1885.0,1999522.0
1886.0,1999523.0
1887.0,1999524.0
1888.0,1999525.0
1889.0,1999526.0
1890.0,1999527.0
1891.0,1999528.0
1892.0,1999529.0
1893.0,1999530.0
1894.0,1999531.0
1895.0,1999532.0
1896.0,1999533.0
1897.0,1999534.0
1898.0,1999535.0
1899.0,1999536.0
1900.0,1999537.0
1901.0,1999538.0
1902.0,1999539.0
1903.0,1999540.0
1904.0,1999541.0
1905.0,1999542.0
1906.0,1999543.0
1907.0,1999544.0
1908.0,1999545.0
1909.0,1999546.0
1910.0,1999547.0
1911.0,1999548.0
1912.0,1999549.0
1913.0,1999550.0
1914.0,1999551.0
1915.0,1999552.0
1916.0,1999553.0
1917.0,1999554.0
1918.0,1999555.0
1919.0,1999556.0
1920.0,1999557.0
1921.0,1999558.0
1922.0,1999559.0
1923.0,1999560.0
1924.0,1999561.0
1925.0,1999562.0
1926.0,1999563.0
1927.0,1999564.0
1928.0,1999565.0
1929.0,1999566.0
1930.0,1999567.0
1931.0,1999568.0
1932.0,1999569.0
1933.0,1999570.0
1934.0,1999571.0
1935.0,1999572.0
1936.0,1999573.0
1937.0,1999574.0
1938.0,1999575.0
1939.0,1999576.0
1940.0,1999577.0
1941.0,1999578.0
1942.0,1999579.0
1943.0,1999580.0
1944.0,1999581.0
1945.0,1999582.0
1946.0,1999583.0
1947.0,1999584.0
1948.0,1999585.0
1949.0,1999586.0
1950.0,1999587.0
1951.0,1999588.0
1952.0,1999589.0
1953.0,1999590.0
1954.0,1999591.0
1955.0,1999592.0
1956.0,1999593.0
1957.0,1999594.0
1958.0,1999595.0
1959.0,1999596.0
1960.0,1999597.0
1961.0,1999598.0
1962.0,1999599.0
1963.0,1999600.0
1964.0,1999601.0
1965.0,1999602.0
1966.0,1999603.0
1967.0,1999604.0
1968.0,1999605.0
1969.0,1999606.0
1970.0,1999607.0
1971.0,1999608.0
1972.0,1999609.0
1973.0,1999610.0
1974.0,1999611.0
1975.0,1999612.0
1976.0,1999613.0
1977.0,1999614.0
1978.0,1999615.0
1979.0,1999616.0
1980.0,1999617.0
1981.0,1999618.0
1982.0,1999619.0
1983.0,1999620.0
1984.0,1999621.0
1985.0,1999622.0
1986.0,1999623.0
1987.0,1999624.0
1988.0,1999625.0
1989.0,1999626.0
1990.0,1999627.0
1991.0,1999628.0
1992.0,1999629.0
1993.0,1999630.0
1994.0,1999631.0
1995.0,1999632.0
1996.0,1999633.0
1997.0,1999634.0
1998.0,1999635.0
1999.0,1999636.0
2000.0,1999637.0
2001.0,1999638.0
2002.0,1999639.0
2003.0,1999640.0
2004.0,1999641.0
2005.0,1999642.0
2006.0,1999643.0
2007.0,1999644.0
2008.0,1999645.0
2009.0,1999646.0
2010.0,1999647.0
2011.0,1999648.0
2012.0,1999649.0
2013.0,1999650.0
2014.0,1999651.0
2015.0,1999652.0
2016.0,1999653.0
2017.0,1999654.0
2018.0,1999655.0
2019.0,1999656.0
2020.0,1999657.0
2021.0,1999658.0
2022.0,1999659.0
2023.0,1999660.0
2024.0,1999661.0
2025.0,1999662.0
2026.0,1999663.0
2027.0,1999664.0
2028.0,1999665.0
2029.0,1999666.0
2030.0,1999667.0
2031.0,1999668.0
2032.0,1999669.0
2033.0,1999670.0
2034.0,1999671.0
2035.0,1999672.0
2036.0,1999673.0
2037.0,1999674.0
2038.0,1999675.0
2039.0,1999676.0
2040.0,1999677.0
2041.0,1999678.0
2042.0,1999679.0
2043.0,1999680.0
2044.0,1999681.0
2045.0,1999682.0
2046.0,1999683.0
2047.0,1999684.0
2048.0,1999685.0
2049.0,1999686.0
2050.0,1999687.0
2051.0,1999688.0
2052.0,1999689.0
2053.0,1999690.0
2054.0,1999691.0
2055.0,1999692.0
2056.0,1999693.0
2057.0,1999694.0
2058.0,1999695.0
2059.0,1999696.0
2060.0,1999697.0
2061.0,1999698.0
2062.0,1999699.0
2063.0,1999700.0
2064.0,1999701.0
2065.0,1999702.0
2066.0,1999703.0
2067.0,1999704.0
2068.0,1999705.0
2069.0,1999706.0
2070.0,1999707.0
2071.0,1999708.0
2072.0,1999709.0
2073.0,1999710.0
2074.0,1999711.0
2075.0,1999712.0
2076.0,1999713.0
2077.0,1999714.0
2078.0,1999715.0
2079.0,1999716.0
2080.0,1999717.0
2081.0,1999718.0
2082.0,1999719.0
2083.0,1999720.0
2084.0,1999721.0
2085.0,1999722.0
2086.0,1999723.0
2087.0,1999724.0
2088.0,1999725.0
2089.0,1999726.0
2090.0,1999727.0
2091.0,1999728.0
2092.0,1999729.0
2093.0,1999730.0
2094.0,1999731.0
2095.0,1999732.0
2096.0,1999733.0
2097.0,1999734.0
2098.0,1999735.0
2099.0,1999736.0
2100.0,1999737.0
2101.0,1999738.0
2102.0,1999739.0
2103.0,1999740.0
2104.0,1999741.0
2105.0,1999742.0
2106.0,1999743.0
2107.0,1999744.0
2108.0,1999745.0
2109.0,1999746.0
2110.0,1999747.0
2111.0,1999748.0
2112.0,1999749.0
2113.0,1999750.0
2114.0,1999751.0
2115.0,1999752.0
2116.0,1999753.0
2117.0,1999754.0
2118.0,1999755.0
2119.0,1999756.0
2120.0,1999757.0
2121.0,1999758.0
2122.0,1999759.0
2123.0,1999760.0
2124.0,1999761.0
2125.0,1999762.0
2126.0,1999763.0
2127.0,1999764.0
2128.0,1999765.0
2129.0,1999766.0
2130.0,1999767.0
2131.0,1999768.0
2132.0,1999769.0
2133.0,1999770.0
2134.0,1999771.0
2135.0,1999772.0
2136.0,1999773.0
2137.0,1999774.0
2138.0,1999775.0
2139.0,1999776.0
2140.0,1999777.0
2141.0,1999778.0
2142.0,1999779.0
2143.0,1999780.0
2144.0,1999781.0
2145.0,1999782.0
2146.0,1999783.0
2147.0,1999784.0
2148.0,1999785.0
2149.0,1999786.0
2150.0,1999787.0
2151.0,1999788.0
2152.0,1999789.0
2153.0,1999790.0
2154.0,1999791.0
2155.0,1999792.0
2156.0,1999793.0
2157.0,1999794.0
2158.0,1999795.0
2159.0,1999796.0
2160.0,1999797.0
2161.0,1999798.0
2162.0,1999799.0
2163.0,1999800.0
2164.0,1999801.0
2165.0,1999802.0
2166.0,1999803.0
2167.0,1999804.0
2168.0,1999805.0
2169.0,1999806.0
2170.0,1999807.0
2171.0,1999808.0
2172.0,1999809.0
2173.0,1999810.0
2174.0,1999811.0
2175.0,1999812.0
2176.0,1999813.0
2177.0,1999814.0
2178.0,1999815.0
2179.0,1999816.0
2180.0,1999817.0
2181.0,1999818.0
2182.0,1999819.0
2183.0,1999820.0
2184.0,1999821.0
2185.0,1999822.0
2186.0,1999823.0
2187.0,1999824.0
2188.0,1999825.0
2189.0,1999826.0
2190.0,1999827.0
2191.0,1999828.0
2192.0,1999829.0
2193.0,1999830.0
2194.0,1999831.0
2195.0,1999832.0
2196.0,1999833.0
2197.0,1999834.0
2198.0,1999835.0
2199.0,1999836.0
2200.0,1999837.0
2201.0,1999838.0
2202.0,1999839.0
2203.0,1999840.0
2204.0,1999841.0
2205.0,1999842.0
2206.0,1999843.0
2207.0,1999844.0
2208.0,1999845.0
2209.0,1999846.0
2210.0,1999847.0
2211.0,1999848.0
2212.0,1999849.0
2213.0,1999850.0
2214.0,1999851.0
2215.0,1999852.0
2216.0,1999853.0
2217.0,1999854.0
2218.0,1999855.0
2219.0,1999856.0
2220.0,1999857.0
2221.0,1999858.0
2222.0,1999859.0
2223.0,1999860.0
2224.0,1999861.0
2225.0,1999862.0
2226.0,1999863.0
2227.0,1999864.0
2228.0,1999865.0
2229.0,1999866.0
2230.0,1999867.0
2231.0,1999868.0
2232.0,1999869.0
2233.0,1999870.0
2234.0,1999871.0
2235.0,1999872.0
2236.0,1999873.0
2237.0,1999874.0
2238.0,1999875.0
2239.0,1999876.0
2240.0,1999877.0
2241.0,1999878.0
2242.0,1999879.0
2243.0,1999880.0
2244.0,1999881.0
2245.0,1999882.0
2246.0,1999883.0
2247.0,1999884.0
2248.0,1999885.0
2249.0,1999886.0
2250.0,1999887.0
2251.0,1999888.0
2252.0,1999889.0
2253.0,1999890.0
2254.0,1999891.0
2255.0,1999892.0
2256.0,1999893.0
2257.0,1999894.0
2258.0,1999895.0
2259.0,1999896.0
2260.0,1999897.0
2261.0,1999898.0
2262.0,1999899.0
2263.0,1999900.0
2264.0,1999901.0
2265.0,1999902.0
2266.0,1999903.0
2267.0,1999904.0
2268.0,1999905.0
2269.0,1999906.0
2270.0,1999907.0
2271.0,1999908.0
2272.0,1999909.0
2273.0,1999910.0
2274.0,1999911.0
2275.0,1999912.0
2276.0,1999913.0
2277.0,1999914.0
2278.0,1999915.0
2279.0,1999916.0
2280.0,1999917.0
2281.0,1999918.0
2282.0,1999919.0
2283.0,1999920.0
2284.0,1999921.0
2285.0,1999922.0
2286.0,1999923.0
2287.0,1999924.0
2288.0,1999925.0
2289.0,1999926.0
2290.0,1999927.0
2291.0,1999928.0
2292.0,1999929.0
2293.0,1999930.0
2294.0,1999931.0
2295.0,1999932.0
2296.0,1999933.0
2297.0,1999934.0
2298.0,1999935.0
2299.0,1999936.0
2300.0,1999937.0
2301.0,1999938.0
2302.0,1999939.0
2303.0,1999940.0
2304.0,1999941.0
2305.0,1999942.0
2306.0,1999943.0
2307.0,1999944.0
2308.0,1999945.0
2309.0,1999946.0
2310.0,1999947.0
2311.0,1999948.0
2312.0,1999949.0
2313.0,1999950.0
2314.0,1999951.0
2315.0,1999952.0
2316.0,1999953.0
2317.0,1999954.0
2318.0,1999955.0
2319.0,1999956.0
2320.0,1999957.0
2321.0,1999958.0
2322.0,1999959.0
2323.0,1999960.0
2324.0,1999961.0
2325.0,1999962.0
2326.0,1999963.0
2327.0,1999964.0
2328.0,1999965.0
2329.0,1999966.0
2330.0,1999967.0
2331.0,1999968.0
2332.0,1999969.0
2333.0,1999970.0
2334.0,1999971.0
2335.0,1999972.0
2336.0,1999973.0
2337.0,1999974.0
2338.0,1999975.0
2339.0,1999976.0
2340.0,1999977.0
2341.0,1999978.0
2342.0,1999979.0
2343.0,1999980.0
2344.0,1999981.0
2345.0,1999982.0
2346.0,1999983.0
2347.0,1999984.0
2348.0,1999985.0
2349.0,1999986.0
2350.0,1999987.0
2351.0,1999988.0
2352.0,1999989.0
2353.0,1999990.0
2354.0,1999991.0
2355.0,1999992.0
2356.0,1999993.0
2357.0,1999994.0
2358.0,1999995.0
2359.0,1999996.0
2360.0,1999997.0
2361.0,1999998.0
2362.0,1999999.0
2363.0,2000000.0
